T[K],T[C],HF[W/g],Cp[J/(gK)],Cp[J/(mo K)],lit-Cp[J/(molK),lit_Cp_(J/mol_K_DIVI,DIVI_B OTRO_SET,H
353.00,80.000,-0.43860,2.6340,274.33,,,,37264,
353.02,80.020,-0.43860,2.6340,274.33,,,,37270,
353.03,80.030,-0.43860,2.6340,274.33,,,,37273,
353.05,80.050,-0.43870,2.6340,274.33,,,,37278,
353.07,80.070,-0.43870,2.6340,274.33,,,,37284,
353.08,80.080,-0.43870,2.6340,274.33,,,,37286,
353.10,80.100,-0.43870,2.6350,274.43,,,,37292,
353.12,80.120,-0.43870,2.6350,274.43,,,,37297,
353.13,80.130,-0.43870,2.6350,274.43,,,,37300,
353.15,80.150,-0.43870,2.6350,274.43,,288.81,258.71,37305,
353.17,80.170,-0.43870,2.6350,274.43,,,,37311,
353.18,80.180,-0.43870,2.6350,274.43,,,,37314,
353.20,80.200,-0.43880,2.6350,274.43,,,,37319,
353.22,80.220,-0.43880,2.6350,274.43,,,,37325,
353.23,80.230,-0.43880,2.6350,274.43,,,,37327,
353.25,80.250,-0.43880,2.6360,274.53,,,,37333,
353.27,80.270,-0.43880,2.6360,274.53,,,,37338,
353.29,80.290,-0.43880,2.6360,274.53,,,,37344,
353.30,80.300,-0.43880,2.6360,274.53,,,,37347,
353.32,80.320,-0.43880,2.6360,274.53,,,,37352,
353.33,80.330,-0.43880,2.6360,274.53,,,,37355,
353.35,80.350,-0.43890,2.6360,274.53,,,,37360,
353.37,80.370,-0.43890,2.6360,274.53,,,,37366,
353.38,80.380,-0.43890,2.6370,274.64,,,,37369,
353.40,80.400,-0.43890,2.6370,274.64,,,,37374,
353.42,80.420,-0.43890,2.6370,274.64,,,,37380,
353.43,80.430,-0.43890,2.6380,274.74,,,,37382,
353.45,80.450,-0.43890,2.6380,274.74,,,,37388,
353.47,80.470,-0.43890,2.6380,274.74,,,,37393,
353.48,80.480,-0.43890,2.6380,274.74,,,,37396,
353.50,80.500,-0.43900,2.6380,274.74,,,,37402,
353.52,80.520,-0.43900,2.6380,274.74,,,,37407,
353.53,80.530,-0.43900,2.6380,274.74,,,,37410,
353.55,80.550,-0.43900,2.6380,274.74,,,,37415,
353.57,80.570,-0.43900,2.6380,274.74,,,,37421,
353.58,80.580,-0.43900,2.6380,274.74,,,,37424,
353.60,80.600,-0.43900,2.6380,274.74,,,,37429,
353.62,80.620,-0.43900,2.6380,274.74,,,,37435,
353.63,80.630,-0.43900,2.6380,274.74,,,,37437,
353.65,80.650,-0.43910,2.6380,274.74,,,,37443,
353.67,80.670,-0.43910,2.6390,274.85,,,,37448,
353.68,80.680,-0.43910,2.6390,274.85,,,,37451,
353.70,80.700,-0.43910,2.6390,274.85,,,,37457,
353.72,80.720,-0.43910,2.6390,274.85,,,,37462,
353.73,80.730,-0.43910,2.6390,274.85,,,,37465,
353.75,80.750,-0.43910,2.6390,274.85,,,,37470,
353.77,80.770,-0.43910,2.6390,274.85,,,,37476,
353.78,80.780,-0.43910,2.6390,274.85,,,,37479,
353.80,80.800,-0.43920,2.6390,274.85,,,,37484,
353.82,80.820,-0.43920,2.6390,274.85,,,,37490,
353.83,80.830,-0.43920,2.6390,274.85,,,,37492,
353.85,80.850,-0.43920,2.6390,274.85,,,,37498,
353.87,80.870,-0.43920,2.6390,274.85,,,,37503,
353.88,80.880,-0.43920,2.6390,274.85,,,,37506,
353.90,80.900,-0.43920,2.6390,274.85,,,,37511,
353.92,80.920,-0.43920,2.6390,274.85,,,,37517,
353.93,80.930,-0.43920,2.6400,274.95,,,,37520,
353.95,80.950,-0.43930,2.6400,274.95,,,,37525,
353.97,80.970,-0.43930,2.6400,274.95,,,,37531,
353.98,80.980,-0.43930,2.6400,274.95,,,,37533,
354.00,81.000,-0.43930,2.6400,274.95,,,,37539,
354.02,81.020,-0.43930,2.6400,274.95,,,,37544,
354.03,81.030,-0.43930,2.6400,274.95,,,,37547,
354.05,81.050,-0.43930,2.6400,274.95,,,,37553,
354.07,81.070,-0.43930,2.6400,274.95,,,,37558,
354.08,81.080,-0.43930,2.6410,275.05,,,,37561,
354.10,81.100,-0.43930,2.6410,275.05,,,,37566,
354.12,81.120,-0.43940,2.6410,275.05,,,,37572,
354.13,81.130,-0.43940,2.6410,275.05,,,,37575,
354.15,81.150,-0.43940,2.6410,275.05,,,,37580,
354.17,81.170,-0.43940,2.6410,275.05,,,,37586,
354.18,81.180,-0.43940,2.6410,275.05,,,,37588,
354.20,81.200,-0.43940,2.6410,275.05,,,,37594,
354.22,81.220,-0.43940,2.6410,275.05,,,,37599,
354.23,81.230,-0.43940,2.6410,275.05,,,,37602,
354.25,81.250,-0.43940,2.6410,275.05,,,,37608,
354.27,81.270,-0.43950,2.6410,275.05,,,,37613,
354.28,81.280,-0.43950,2.6410,275.05,,,,37616,
354.30,81.300,-0.43950,2.6410,275.05,,,,37622,
354.32,81.320,-0.43950,2.6410,275.05,,,,37627,
354.33,81.330,-0.43950,2.6410,275.05,,,,37630,
354.35,81.350,-0.43950,2.6410,275.05,,,,37635,
354.37,81.370,-0.43950,2.6410,275.05,,,,37641,
354.38,81.380,-0.43950,2.6410,275.05,,,,37644,
354.40,81.400,-0.43960,2.6410,275.05,,,,37649,
354.42,81.420,-0.43960,2.6410,275.05,,,,37655,
354.43,81.430,-0.43960,2.6410,275.05,,,,37657,
354.45,81.450,-0.43960,2.6410,275.05,,,,37663,
354.46,81.460,-0.43960,2.6420,275.16,,,,37666,
354.48,81.480,-0.43960,2.6420,275.16,,,,37671,
354.50,81.500,-0.43960,2.6420,275.16,,,,37677,
354.52,81.520,-0.43960,2.6420,275.16,,,,37682,
354.53,81.530,-0.43960,2.6420,275.16,,,,37685,
354.55,81.550,-0.43970,2.6420,275.16,,,,37690,
354.57,81.570,-0.43970,2.6420,275.16,,,,37696,
354.58,81.580,-0.43970,2.6430,275.26,,,,37699,
354.60,81.600,-0.43970,2.6430,275.26,,,,37704,
354.62,81.620,-0.43970,2.6430,275.26,,,,37710,
354.63,81.630,-0.43970,2.6430,275.26,,,,37712,
354.65,81.650,-0.43970,2.6430,275.26,,,,37718,
354.66,81.660,-0.43970,2.6420,275.16,,,,37721,
354.68,81.680,-0.43970,2.6420,275.16,,,,37726,
354.70,81.700,-0.43980,2.6420,275.16,,,,37732,
354.72,81.720,-0.43980,2.6420,275.16,,,,37737,
354.73,81.730,-0.43980,2.6420,275.16,,,,37740,
354.75,81.750,-0.43980,2.6420,275.16,,,,37745,
354.76,81.760,-0.43980,2.6430,275.26,,,,37748,
354.78,81.780,-0.43980,2.6430,275.26,,,,37754,
354.80,81.800,-0.43980,2.6430,275.26,,,,37759,
354.81,81.810,-0.43980,2.6430,275.26,,,,37762,
354.83,81.830,-0.43980,2.6430,275.26,,,,37767,
354.85,81.850,-0.43990,2.6430,275.26,,,,37773,
354.87,81.870,-0.43990,2.6430,275.26,,,,37778,
354.88,81.880,-0.43990,2.6440,275.37,,,,37781,
354.90,81.900,-0.43990,2.6440,275.37,,,,37787,
354.92,81.920,-0.43990,2.6440,275.37,,,,37792,
354.93,81.930,-0.43990,2.6440,275.37,,,,37795,
354.95,81.950,-0.43990,2.6440,275.37,,,,37800,
354.96,81.960,-0.43990,2.6440,275.37,,,,37803,
354.98,81.980,-0.43990,2.6440,275.37,,,,37809,
355.00,82.000,-0.44000,2.6440,275.37,274.86,,,37814,
355.02,82.020,-0.44000,2.6440,275.37,,,,37820,
355.03,82.030,-0.44000,2.6440,275.37,,,,37822,
355.05,82.050,-0.44000,2.6450,275.47,,,,37828,
355.06,82.060,-0.44000,2.6450,275.47,,,,37831,
355.08,82.080,-0.44000,2.6450,275.47,,,,37836,
355.10,82.100,-0.44000,2.6450,275.47,,,,37842,
355.11,82.110,-0.44000,2.6450,275.47,,,,37844,
355.13,82.130,-0.44000,2.6450,275.47,,,,37850,
355.15,82.150,-0.44010,2.6450,275.47,,,,37855,
355.16,82.160,-0.44010,2.6450,275.47,,,,37858,
355.18,82.180,-0.44010,2.6450,275.47,,,,37864,
355.20,82.200,-0.44010,2.6450,275.47,,,,37869,
355.22,82.220,-0.44010,2.6450,275.47,,,,37875,
355.23,82.230,-0.44010,2.6450,275.47,,,,37878,
355.25,82.250,-0.44010,2.6450,275.47,,,,37883,
355.26,82.260,-0.44010,2.6450,275.47,,,,37886,
355.28,82.280,-0.44010,2.6450,275.47,,,,37891,
355.30,82.300,-0.44020,2.6450,275.47,,,,37897,
355.32,82.320,-0.44020,2.6450,275.47,,,,37902,
355.33,82.330,-0.44020,2.6450,275.47,,,,37905,
355.35,82.350,-0.44020,2.6450,275.47,,,,37911,
355.36,82.360,-0.44020,2.6450,275.47,,,,37913,
355.38,82.380,-0.44020,2.6450,275.47,,,,37919,
355.40,82.400,-0.44020,2.6450,275.47,,,,37924,
355.41,82.410,-0.44020,2.6450,275.47,,,,37927,
355.43,82.430,-0.44020,2.6450,275.47,,,,37933,
355.45,82.450,-0.44030,2.6450,275.47,,,,37938,
355.46,82.460,-0.44030,2.6450,275.47,,,,37941,
355.48,82.480,-0.44030,2.6450,275.47,,,,37946,
355.50,82.500,-0.44030,2.6450,275.47,,,,37952,
355.51,82.510,-0.44030,2.6450,275.47,,,,37955,
355.53,82.530,-0.44030,2.6450,275.47,,,,37960,
355.55,82.550,-0.44030,2.6450,275.47,,,,37966,
355.56,82.560,-0.44030,2.6450,275.47,,,,37968,
355.58,82.580,-0.44030,2.6450,275.47,,,,37974,
355.60,82.600,-0.44040,2.6450,275.47,,,,37979,
355.61,82.610,-0.44040,2.6450,275.47,,,,37982,
355.63,82.630,-0.44040,2.6450,275.47,,,,37988,
355.65,82.650,-0.44040,2.6450,275.47,,,,37993,
355.66,82.660,-0.44040,2.6450,275.47,,,,37996,
355.68,82.680,-0.44040,2.6450,275.47,,,,38001,
355.70,82.700,-0.44040,2.6450,275.47,,,,38007,
355.72,82.720,-0.44040,2.6460,275.58,,,,38012,
355.73,82.730,-0.44040,2.6460,275.58,,,,38015,
355.75,82.750,-0.44050,2.6460,275.58,,,,38021,
355.76,82.760,-0.44050,2.6460,275.58,,,,38024,
355.78,82.780,-0.44050,2.6460,275.58,,,,38029,
355.80,82.800,-0.44050,2.6460,275.58,,,,38035,
355.81,82.810,-0.44050,2.6460,275.58,,,,38037,
355.83,82.830,-0.44050,2.6460,275.58,,,,38043,
355.85,82.850,-0.44050,2.6460,275.58,,,,38048,
355.86,82.860,-0.44050,2.6470,275.68,,,,38051,
355.88,82.880,-0.44050,2.6470,275.68,,,,38057,
355.90,82.900,-0.44060,2.6470,275.68,,,,38062,
355.91,82.910,-0.44060,2.6470,275.68,,,,38065,
355.93,82.930,-0.44060,2.6470,275.68,,,,38070,
355.95,82.950,-0.44060,2.6470,275.68,,,,38076,
355.96,82.960,-0.44060,2.6470,275.68,,,,38079,
355.98,82.980,-0.44060,2.6470,275.68,,,,38084,
356.00,83.000,-0.44060,2.6470,275.68,,,,38090,
356.01,83.010,-0.44060,2.6470,275.68,,,,38092,
356.03,83.030,-0.44070,2.6470,275.68,,,,38098,
356.05,83.050,-0.44070,2.6470,275.68,,,,38103,
356.06,83.060,-0.44070,2.6470,275.68,,,,38106,
356.08,83.080,-0.44070,2.6470,275.68,,,,38112,
356.10,83.100,-0.44070,2.6470,275.68,,,,38117,
356.11,83.110,-0.44070,2.6470,275.68,,,,38120,
356.13,83.130,-0.44070,2.6470,275.68,,,,38126,
356.15,83.150,-0.44070,2.6470,275.68,,,,38131,
356.16,83.160,-0.44070,2.6470,275.68,,,,38134,
356.18,83.180,-0.44080,2.6470,275.68,,,,38139,
356.20,83.200,-0.44080,2.6470,275.68,,,,38145,
356.21,83.210,-0.44080,2.6480,275.78,,,,38148,
356.23,83.230,-0.44080,2.6480,275.78,,,,38153,
356.25,83.250,-0.44080,2.6480,275.78,,,,38159,
356.26,83.260,-0.44080,2.6480,275.78,,,,38161,
356.28,83.280,-0.44080,2.6480,275.78,,,,38167,
356.30,83.300,-0.44080,2.6480,275.78,,,,38172,
356.31,83.310,-0.44080,2.6480,275.78,,,,38175,
356.33,83.330,-0.44090,2.6480,275.78,,,,38181,
356.35,83.350,-0.44090,2.6480,275.78,,,,38186,
356.36,83.360,-0.44090,2.6480,275.78,,,,38189,
356.38,83.380,-0.44090,2.6480,275.78,,,,38194,
356.40,83.400,-0.44090,2.6480,275.78,,,,38200,
356.41,83.410,-0.44090,2.6480,275.78,,,,38203,
356.43,83.430,-0.44090,2.6480,275.78,,,,38208,
356.45,83.450,-0.44090,2.6490,275.89,,,,38214,
356.46,83.460,-0.44090,2.6490,275.89,,,,38216,
356.48,83.480,-0.44100,2.6490,275.89,,,,38222,
356.50,83.500,-0.44100,2.6490,275.89,,,,38228,
356.51,83.510,-0.44100,2.6490,275.89,,,,38230,
356.53,83.530,-0.44100,2.6490,275.89,,,,38236,
356.55,83.550,-0.44100,2.6490,275.89,,,,38241,
356.56,83.560,-0.44100,2.6490,275.89,,,,38244,
356.58,83.580,-0.44100,2.6490,275.89,,,,38250,
356.60,83.600,-0.44100,2.6490,275.89,,,,38255,
356.61,83.610,-0.44110,2.6490,275.89,,,,38258,
356.63,83.630,-0.44110,2.6490,275.89,,,,38263,
356.65,83.650,-0.44110,2.6490,275.89,,,,38269,
356.66,83.660,-0.44110,2.6500,275.99,,,,38272,
356.68,83.680,-0.44110,2.6500,275.99,,,,38277,
356.70,83.700,-0.44110,2.6500,275.99,,,,38283,
356.71,83.710,-0.44110,2.6500,275.99,,,,38285,
356.73,83.730,-0.44110,2.6500,275.99,,,,38291,
356.75,83.750,-0.44110,2.6500,275.99,,,,38297,
356.76,83.760,-0.44120,2.6500,275.99,,,,38299,
356.78,83.780,-0.44120,2.6500,275.99,,,,38305,
356.80,83.800,-0.44120,2.6500,275.99,,,,38310,
356.81,83.810,-0.44120,2.6500,275.99,,,,38313,
356.83,83.830,-0.44120,2.6500,275.99,,,,38319,
356.85,83.850,-0.44120,2.6500,275.99,,,,38324,
356.86,83.860,-0.44120,2.6500,275.99,,,,38327,
356.88,83.880,-0.44120,2.6500,275.99,,,,38332,
356.90,83.900,-0.44120,2.6500,275.99,,,,38338,
356.91,83.910,-0.44130,2.6500,275.99,,,,38341,
356.93,83.930,-0.44130,2.6500,275.99,,,,38346,
356.95,83.950,-0.44130,2.6500,275.99,,,,38352,
356.96,83.960,-0.44130,2.6500,275.99,,,,38354,
356.98,83.980,-0.44130,2.6500,275.99,,,,38360,
357.00,84.000,-0.44130,2.6500,275.99,,,,38366,
357.01,84.010,-0.44130,2.6500,275.99,,,,38368,
357.03,84.030,-0.44130,2.6510,276.10,,,,38374,
357.05,84.050,-0.44140,2.6510,276.10,,,,38379,
357.06,84.060,-0.44140,2.6510,276.10,,,,38382,
357.08,84.080,-0.44140,2.6510,276.10,,,,38388,
357.10,84.100,-0.44140,2.6510,276.10,,,,38393,
357.11,84.110,-0.44140,2.6510,276.10,,,,38396,
357.13,84.130,-0.44140,2.6510,276.10,,,,38401,
357.15,84.150,-0.44140,2.6510,276.10,,,,38407,
357.16,84.160,-0.44140,2.6510,276.10,,,,38410,
357.18,84.180,-0.44140,2.6520,276.20,,,,38415,
357.20,84.200,-0.44150,2.6520,276.20,,,,38421,
357.21,84.210,-0.44150,2.6520,276.20,,,,38423,
357.23,84.230,-0.44150,2.6520,276.20,,,,38429,
357.25,84.250,-0.44150,2.6520,276.20,,,,38435,
357.26,84.260,-0.44150,2.6520,276.20,,,,38437,
357.28,84.280,-0.44150,2.6520,276.20,,,,38443,
357.30,84.300,-0.44150,2.6520,276.20,,,,38448,
357.31,84.310,-0.44150,2.6520,276.20,,,,38451,
357.33,84.330,-0.44150,2.6520,276.20,,,,38457,
357.35,84.350,-0.44160,2.6520,276.20,,,,38462,
357.36,84.360,-0.44160,2.6520,276.20,,,,38465,
357.38,84.380,-0.44160,2.6520,276.20,,,,38470,
357.40,84.400,-0.44160,2.6520,276.20,,,,38476,
357.41,84.410,-0.44160,2.6520,276.20,,,,38479,
357.43,84.430,-0.44160,2.6520,276.20,,,,38484,
357.45,84.450,-0.44160,2.6520,276.20,,,,38490,
357.46,84.460,-0.44160,2.6520,276.20,,,,38493,
357.48,84.480,-0.44170,2.6530,276.30,,,,38498,
357.50,84.500,-0.44170,2.6530,276.30,277.97,,,38504,
357.51,84.510,-0.44170,2.6530,276.30,,,,38506,
357.53,84.530,-0.44170,2.6530,276.30,,,,38512,
357.55,84.550,-0.44170,2.6540,276.41,,,,38517,
357.56,84.560,-0.44170,2.6540,276.41,,,,38520,
357.58,84.580,-0.44170,2.6540,276.41,,,,38526,
357.60,84.600,-0.44170,2.6540,276.41,,,,38531,
357.61,84.610,-0.44170,2.6540,276.41,,,,38534,
357.63,84.630,-0.44180,2.6540,276.41,,,,38540,
357.65,84.650,-0.44180,2.6540,276.41,,,,38545,
357.66,84.660,-0.44180,2.6540,276.41,,,,38548,
357.68,84.680,-0.44180,2.6540,276.41,,,,38553,
357.70,84.700,-0.44180,2.6540,276.41,,,,38559,
357.71,84.710,-0.44180,2.6540,276.41,,,,38562,
357.73,84.730,-0.44180,2.6540,276.41,,,,38567,
357.75,84.750,-0.44180,2.6540,276.41,,,,38573,
357.76,84.760,-0.44190,2.6540,276.41,,,,38575,
357.78,84.780,-0.44190,2.6540,276.41,,,,38581,
357.80,84.800,-0.44190,2.6540,276.41,,,,38587,
357.81,84.810,-0.44190,2.6540,276.41,,,,38589,
357.83,84.830,-0.44190,2.6540,276.41,,,,38595,
357.85,84.850,-0.44190,2.6540,276.41,,,,38600,
357.86,84.860,-0.44190,2.6540,276.41,,,,38603,
357.88,84.880,-0.44190,2.6540,276.41,,,,38609,
357.89,84.890,-0.44200,2.6540,276.41,,,,38611,
357.91,84.910,-0.44200,2.6540,276.41,,,,38617,
357.93,84.930,-0.44200,2.6540,276.41,,,,38622,
357.95,84.950,-0.44200,2.6540,276.41,,,,38628,
357.96,84.960,-0.44200,2.6550,276.51,,,,38631,
357.98,84.980,-0.44200,2.6550,276.51,,,,38636,
358.00,85.000,-0.44200,2.6550,276.51,,,,38642,
358.01,85.010,-0.44200,2.6550,276.51,,,,38645,
358.03,85.030,-0.44200,2.6560,276.62,,,,38650,
358.04,85.040,-0.44210,2.6560,276.62,,,,38653,
358.06,85.060,-0.44210,2.6560,276.62,,,,38658,
358.08,85.080,-0.44210,2.6560,276.62,,,,38664,
358.09,85.090,-0.44210,2.6560,276.62,,,,38667,
358.11,85.110,-0.44210,2.6560,276.62,,,,38672,
358.13,85.130,-0.44210,2.6560,276.62,,,,38678,
358.14,85.140,-0.44210,2.6560,276.62,,,,38681,
358.16,85.160,-0.44210,2.6560,276.62,,,,38686,
358.18,85.180,-0.44220,2.6560,276.62,,,,38692,
358.20,85.200,-0.44220,2.6560,276.62,,,,38697,
358.21,85.210,-0.44220,2.6560,276.62,,,,38700,
358.23,85.230,-0.44220,2.6560,276.62,,,,38705,
358.24,85.240,-0.44220,2.6560,276.62,,,,38708,
358.26,85.260,-0.44220,2.6560,276.62,,,,38714,
358.28,85.280,-0.44220,2.6560,276.62,,,,38719,
358.30,85.300,-0.44220,2.6570,276.72,,,,38725,
358.31,85.310,-0.44230,2.6570,276.72,,,,38728,
358.33,85.330,-0.44230,2.6570,276.72,,,,38733,
358.34,85.340,-0.44230,2.6570,276.72,,,,38736,
358.36,85.360,-0.44230,2.6570,276.72,,,,38741,
358.38,85.380,-0.44230,2.6570,276.72,,,,38747,
358.40,85.400,-0.44230,2.6570,276.72,,,,38752,
358.41,85.410,-0.44230,2.6570,276.72,,,,38755,
358.43,85.430,-0.44230,2.6570,276.72,,,,38761,
358.44,85.440,-0.44230,2.6570,276.72,,,,38764,
358.46,85.460,-0.44240,2.6570,276.72,,,,38769,
358.48,85.480,-0.44240,2.6570,276.72,,,,38775,
358.49,85.490,-0.44240,2.6570,276.72,,,,38777,
358.51,85.510,-0.44240,2.6570,276.72,,,,38783,
358.53,85.530,-0.44240,2.6570,276.72,,,,38788,
358.54,85.540,-0.44240,2.6570,276.72,,,,38791,
358.56,85.560,-0.44240,2.6570,276.72,,,,38797,
358.58,85.580,-0.44240,2.6580,276.83,,,,38802,
358.59,85.590,-0.44250,2.6580,276.83,,,,38805,
358.61,85.610,-0.44250,2.6580,276.83,,,,38811,
358.63,85.630,-0.44250,2.6580,276.83,,,,38816,
358.64,85.640,-0.44250,2.6580,276.83,,,,38819,
358.66,85.660,-0.44250,2.6590,276.93,,,,38824,
358.68,85.680,-0.44250,2.6590,276.93,,,,38830,
358.69,85.690,-0.44250,2.6590,276.93,,,,38833,
358.71,85.710,-0.44250,2.6590,276.93,,,,38838,
358.73,85.730,-0.44260,2.6590,276.93,,,,38844,
358.74,85.740,-0.44260,2.6590,276.93,,,,38847,
358.76,85.760,-0.44260,2.6590,276.93,,,,38852,
358.78,85.780,-0.44260,2.6590,276.93,,,,38858,
358.79,85.790,-0.44260,2.6590,276.93,,,,38860,
358.81,85.810,-0.44260,2.6590,276.93,,,,38866,
358.83,85.830,-0.44260,2.6590,276.93,,,,38872,
358.84,85.840,-0.44260,2.6590,276.93,,,,38874,
358.86,85.860,-0.44260,2.6590,276.93,,,,38880,
358.88,85.880,-0.44270,2.6590,276.93,,,,38885,
358.89,85.890,-0.44270,2.6600,277.03,,,,38888,
358.91,85.910,-0.44270,2.6600,277.03,,,,38894,
358.93,85.930,-0.44270,2.6600,277.03,,,,38899,
358.95,85.950,-0.44270,2.6600,277.03,,,,38905,
358.96,85.960,-0.44270,2.6600,277.03,,,,38908,
358.98,85.980,-0.44270,2.6600,277.03,,,,38913,
359.00,86.000,-0.44270,2.6600,277.03,,,,38919,
359.01,86.010,-0.44280,2.6600,277.03,,,,38921,
359.03,86.030,-0.44280,2.6600,277.03,,,,38927,
359.04,86.040,-0.44280,2.6600,277.03,,,,38930,
359.06,86.060,-0.44280,2.6600,277.03,,,,38935,
359.08,86.080,-0.44280,2.6600,277.03,,,,38941,
359.09,86.090,-0.44280,2.6600,277.03,,,,38944,
359.11,86.110,-0.44280,2.6610,277.14,,,,38949,
359.13,86.130,-0.44280,2.6610,277.14,,,,38955,
359.14,86.140,-0.44290,2.6610,277.14,,,,38957,
359.16,86.160,-0.44290,2.6610,277.14,,,,38963,
359.18,86.180,-0.44290,2.6610,277.14,,,,38968,
359.19,86.190,-0.44290,2.6610,277.14,,,,38971,
359.21,86.210,-0.44290,2.6610,277.14,,,,38977,
359.23,86.230,-0.44290,2.6610,277.14,,,,38982,
359.24,86.240,-0.44290,2.6610,277.14,,,,38985,
359.26,86.260,-0.44290,2.6620,277.24,,,,38991,
359.28,86.280,-0.44290,2.6620,277.24,,,,38996,
359.29,86.290,-0.44300,2.6620,277.24,,,,38999,
359.31,86.310,-0.44300,2.6620,277.24,,,,39004,
359.33,86.330,-0.44300,2.6620,277.24,,,,39010,
359.34,86.340,-0.44300,2.6620,277.24,,,,39013,
359.36,86.360,-0.44300,2.6620,277.24,,,,39018,
359.38,86.380,-0.44300,2.6620,277.24,,,,39024,
359.39,86.390,-0.44300,2.6620,277.24,,,,39027,
359.41,86.410,-0.44300,2.6620,277.24,,,,39032,
359.43,86.430,-0.44310,2.6620,277.24,,,,39038,
359.44,86.440,-0.44310,2.6620,277.24,,,,39041,
359.46,86.460,-0.44310,2.6620,277.24,,,,39046,
359.48,86.480,-0.44310,2.6620,277.24,,,,39052,
359.49,86.490,-0.44310,2.6620,277.24,,,,39054,
359.51,86.510,-0.44310,2.6620,277.24,,,,39060,
359.53,86.530,-0.44310,2.6610,277.14,,,,39065,
359.54,86.540,-0.44310,2.6610,277.14,,,,39068,
359.56,86.560,-0.44320,2.6610,277.14,,,,39074,
359.58,86.580,-0.44320,2.6610,277.14,,,,39079,
359.59,86.590,-0.44320,2.6610,277.14,,,,39082,
359.61,86.610,-0.44320,2.6620,277.24,,,,39088,
359.63,86.630,-0.44320,2.6620,277.24,,,,39093,
359.64,86.640,-0.44320,2.6620,277.24,,,,39096,
359.66,86.660,-0.44320,2.6620,277.24,,,,39102,
359.68,86.680,-0.44320,2.6620,277.24,,,,39107,
359.69,86.690,-0.44320,2.6620,277.24,,,,39110,
359.71,86.710,-0.44330,2.6620,277.24,,,,39115,
359.73,86.730,-0.44330,2.6620,277.24,,,,39121,
359.74,86.740,-0.44330,2.6630,277.35,,,,39124,
359.76,86.760,-0.44330,2.6630,277.35,,,,39129,
359.78,86.780,-0.44330,2.6630,277.35,,,,39135,
359.79,86.790,-0.44330,2.6630,277.35,,,,39138,
359.81,86.810,-0.44330,2.6630,277.35,,,,39143,
359.83,86.830,-0.44330,2.6630,277.35,,,,39149,
359.84,86.840,-0.44340,2.6640,277.45,,,,39151,
359.86,86.860,-0.44340,2.6640,277.45,,,,39157,
359.88,86.880,-0.44340,2.6640,277.45,,,,39163,
359.89,86.890,-0.44340,2.6640,277.45,,,,39165,
359.91,86.910,-0.44340,2.6640,277.45,,,,39171,
359.93,86.930,-0.44340,2.6640,277.45,,,,39176,
359.94,86.940,-0.44340,2.6640,277.45,,,,39179,
359.96,86.960,-0.44340,2.6640,277.45,,,,39185,
359.98,86.980,-0.44340,2.6640,277.45,,,,39190,
359.99,86.990,-0.44350,2.6640,277.45,,,,39193,
360.01,87.010,-0.44350,2.6640,277.45,277.45,,,39199,
360.03,87.030,-0.44350,2.6640,277.45,,,,39204,
360.04,87.040,-0.44350,2.6640,277.45,,,,39207,
360.06,87.060,-0.44350,2.6640,277.45,,,,39212,
360.08,87.080,-0.44350,2.6640,277.45,,,,39218,
360.09,87.090,-0.44350,2.6640,277.45,,,,39221,
360.11,87.110,-0.44350,2.6640,277.45,,,,39226,
360.12,87.120,-0.44360,2.6650,277.55,,,,39229,
360.14,87.140,-0.44360,2.6650,277.55,,,,39235,
360.16,87.160,-0.44360,2.6650,277.55,,,,39240,
360.18,87.180,-0.44360,2.6650,277.55,,,,39246,
360.19,87.190,-0.44360,2.6650,277.55,,,,39249,
360.21,87.210,-0.44360,2.6650,277.55,,,,39254,
360.23,87.230,-0.44360,2.6650,277.55,,,,39260,
360.24,87.240,-0.44360,2.6650,277.55,,,,39262,
360.26,87.260,-0.44370,2.6650,277.55,,,,39268,
360.27,87.270,-0.44370,2.6650,277.55,,,,39271,
360.29,87.290,-0.44370,2.6650,277.55,,,,39276,
360.31,87.310,-0.44370,2.6650,277.55,,,,39282,
360.33,87.330,-0.44370,2.6660,277.66,,,,39287,
360.34,87.340,-0.44370,2.6660,277.66,,,,39290,
360.36,87.360,-0.44370,2.6660,277.66,,,,39296,
360.38,87.380,-0.44370,2.6660,277.66,,,,39301,
360.39,87.390,-0.44370,2.6660,277.66,,,,39304,
360.41,87.410,-0.44380,2.6660,277.66,,,,39310,
360.43,87.430,-0.44380,2.6660,277.66,,,,39315,
360.44,87.440,-0.44380,2.6660,277.66,,,,39318,
360.46,87.460,-0.44380,2.6660,277.66,,,,39324,
360.48,87.480,-0.44380,2.6660,277.66,,,,39329,
360.49,87.490,-0.44380,2.6670,277.76,,,,39332,
360.51,87.510,-0.44380,2.6670,277.76,,,,39337,
360.53,87.530,-0.44380,2.6670,277.76,,,,39343,
360.54,87.540,-0.44390,2.6670,277.76,,,,39346,
360.56,87.560,-0.44390,2.6670,277.76,,,,39351,
360.58,87.580,-0.44390,2.6670,277.76,,,,39357,
360.59,87.590,-0.44390,2.6670,277.76,,,,39360,
360.61,87.610,-0.44390,2.6670,277.76,,,,39365,
360.63,87.630,-0.44390,2.6670,277.76,,,,39371,
360.64,87.640,-0.44390,2.6670,277.76,,,,39374,
360.66,87.660,-0.44390,2.6670,277.76,,,,39379,
360.68,87.680,-0.44400,2.6670,277.76,,,,39385,
360.69,87.690,-0.44400,2.6670,277.76,,,,39387,
